id,nombre,latitud,longitud,direccion,fecha,hora,ocupacion_total,ocupacion_libres
PARK-0220,Parking Publico Tejón y Rodriguez,36.7235985,-4.4214821,Calle Tejón y Rodriguez,2026-05-03,04:00,253,248
PARK-0221,Parking Publico Tejón y Rodriguez,36.7235985,-4.4214821,Calle Tejón y Rodriguez,2026-08-31,21:00,253,69
PARK-0222,Parking Publico Tejón y Rodriguez,36.7235985,-4.4214821,Calle Tejón y Rodriguez,2026-08-27,22:00,253,121
PARK-0223,Parking Publico Tejón y Rodriguez,36.7235985,-4.4214821,Calle Tejón y Rodriguez,2026-05-12,11:00,253,21
PARK-0224,Parking Publico Tejón y Rodriguez,36.7235985,-4.4214821,Calle Tejón y Rodriguez,2026-02-28,05:00,253,213
PARK-0225,Parking Publico Tejón y Rodriguez,36.7235985,-4.4214821,Calle Tejón y Rodriguez,2026-06-09,03:00,253,248
PARK-0226,Parking Publico Tejón y Rodriguez,36.7235985,-4.4214821,Calle Tejón y Rodriguez,2026-10-22,21:00,253,106
PARK-0227,Parking Publico Tejón y Rodriguez,36.7235985,-4.4214821,Calle Tejón y Rodriguez,2026-07-12,12:00,253,17
PARK-0228,Parking Publico Tejón y Rodriguez,36.7235985,-4.4214821,Calle Tejón y Rodriguez,2026-10-31,22:00,253,145
PARK-0229,Parking Publico Tejón y Rodriguez,36.7235985,-4.4214821,Calle Tejón y Rodriguez,2026-11-18,07:00,253,136
PARK-0230,Parking Publico Tejón y Rodriguez,36.7235985,-4.4214821,Calle Tejón y Rodriguez,2026-12-17,19:00,253,22
PARK-0231,Parking Publico Tejón y Rodriguez,36.7235985,-4.4214821,Calle Tejón y Rodriguez,2026-03-03,18:00,253,40
PARK-0232,Parking Publico Tejón y Rodriguez,36.7235985,-4.4214821,Calle Tejón y Rodriguez,2026-08-08,21:00,253,103
PARK-0233,Parking Publico Tejón y Rodriguez,36.7235985,-4.4214821,Calle Tejón y Rodriguez,2026-07-09,02:00,253,245
PARK-0234,Parking Publico Tejón y Rodriguez,36.7235985,-4.4214821,Calle Tejón y Rodriguez,2026-08-04,15:00,253,55
PARK-0235,Parking Publico Tejón y Rodriguez,36.7235985,-4.4214821,Calle Tejón y Rodriguez,2026-02-24,13:00,253,13
PARK-0236,Parking Publico Tejón y Rodriguez,36.7235985,-4.4214821,Calle Tejón y Rodriguez,2026-08-24,22:00,253,146
PARK-0237,Parking Publico Tejón y Rodriguez,36.7235985,-4.4214821,Calle Tejón y Rodriguez,2026-03-20,13:00,253,23
PARK-0238,Parking Publico Tejón y Rodriguez,36.7235985,-4.4214821,Calle Tejón y Rodriguez,2026-11-30,08:00,253,91
PARK-0239,Parking Publico Tejón y Rodriguez,36.7235985,-4.4214821,Calle Tejón y Rodriguez,2026-11-12,17:00,253,53
PARK-0240,Parking Publico Tejón y Rodriguez,36.7235985,-4.4214821,Calle Tejón y Rodriguez,2026-10-31,08:00,253,118
PARK-0241,Parking Publico Carlos Haya,36.71192991,-4.44097,"Avenida de Santa Rosa de Lima, 4",2026-06-15,07:00,400,235
PARK-0242,Parking Publico Carlos Haya,36.71192991,-4.44097,"Avenida de Santa Rosa de Lima, 4",2026-08-19,07:00,400,246
PARK-0243,Parking Publico Carlos Haya,36.71192991,-4.44097,"Avenida de Santa Rosa de Lima, 4",2026-08-26,18:00,400,73
PARK-0244,Parking Publico Carlos Haya,36.71192991,-4.44097,"Avenida de Santa Rosa de Lima, 4",2026-01-15,15:00,400,90
PARK-0245,Parking Publico Carlos Haya,36.71192991,-4.44097,"Avenida de Santa Rosa de Lima, 4",2026-06-16,05:00,400,378
PARK-0246,Parking Publico Carlos Haya,36.71192991,-4.44097,"Avenida de Santa Rosa de Lima, 4",2026-05-13,10:00,400,56
PARK-0247,Parking Publico Carlos Haya,36.71192991,-4.44097,"Avenida de Santa Rosa de Lima, 4",2026-05-24,19:00,400,50
PARK-0248,Parking Publico Carlos Haya,36.71192991,-4.44097,"Avenida de Santa Rosa de Lima, 4",2026-01-06,16:00,400,101
PARK-0249,Parking Publico Carlos Haya,36.71192991,-4.44097,"Avenida de Santa Rosa de Lima, 4",2026-04-08,02:00,400,367
PARK-0250,Parking Publico Carlos Haya,36.71192991,-4.44097,"Avenida de Santa Rosa de Lima, 4",2026-10-12,07:00,400,218
PARK-0251,Parking Publico Carlos Haya,36.71192991,-4.44097,"Avenida de Santa Rosa de Lima, 4",2026-12-20,15:00,400,92
PARK-0252,Parking Publico Carlos Haya,36.71192991,-4.44097,"Avenida de Santa Rosa de Lima, 4",2026-01-09,02:00,400,386
PARK-0253,Parking Publico Carlos Haya,36.71192991,-4.44097,"Avenida de Santa Rosa de Lima, 4",2026-05-31,07:00,400,251
PARK-0254,Parking Publico Carlos Haya,36.71192991,-4.44097,"Avenida de Santa Rosa de Lima, 4",2026-12-06,18:00,400,49
PARK-0255,Parking Publico Carlos Haya,36.71192991,-4.44097,"Avenida de Santa Rosa de Lima, 4",2026-07-08,15:00,400,95
PARK-0256,Parking Publico Carlos Haya,36.71192991,-4.44097,"Avenida de Santa Rosa de Lima, 4",2026-10-09,10:00,400,64
PARK-0257,Parking Publico Carlos Haya,36.71192991,-4.44097,"Avenida de Santa Rosa de Lima, 4",2026-06-30,22:00,400,235
PARK-0258,Parking Publico Carlos Haya,36.71192991,-4.44097,"Avenida de Santa Rosa de Lima, 4",2026-04-29,03:00,400,367
PARK-0259,Parking Publico Carlos Haya,36.71192991,-4.44097,"Avenida de Santa Rosa de Lima, 4",2026-04-09,10:00,400,40
PARK-0260,Parking Publico Carlos Haya,36.71192991,-4.44097,"Avenida de Santa Rosa de Lima, 4",2026-12-20,05:00,400,343
PARK-0261,Parking Publico Carlos Haya,36.71192991,-4.44097,"Avenida de Santa Rosa de Lima, 4",2026-04-09,06:00,400,321
PARK-0262,Parking Publico Carlos Haya,36.71192991,-4.44097,"Avenida de Santa Rosa de Lima, 4",2026-10-29,16:00,400,102
PARK-0263,Parking Publico Carlos Haya,36.71192991,-4.44097,"Avenida de Santa Rosa de Lima, 4",2026-11-02,09:00,400,60
PARK-0264,Parking Publico Carlos Haya,36.71192991,-4.44097,"Avenida de Santa Rosa de Lima, 4",2026-06-01,07:00,400,243
PARK-0265,Parking Publico Carlos Haya,36.71192991,-4.44097,"Avenida de Santa Rosa de Lima, 4",2026-07-04,05:00,400,370
PARK-0266,Parking Publico Carlos Haya,36.71192991,-4.44097,"Avenida de Santa Rosa de Lima, 4",2026-03-06,08:00,400,129
PARK-0267,Parking Publico Carlos Haya,36.71192991,-4.44097,"Avenida de Santa Rosa de Lima, 4",2026-01-24,01:00,400,389
PARK-0268,Parking Publico Carlos Haya,36.71192991,-4.44097,"Avenida de Santa Rosa de Lima, 4",2026-03-06,20:00,400,88
PARK-0269,Parking Publico Carlos Haya,36.71192991,-4.44097,"Avenida de Santa Rosa de Lima, 4",2026-09-09,03:00,400,354
PARK-0270,Parking Publico Carlos Haya,36.71192991,-4.44097,"Avenida de Santa Rosa de Lima, 4",2026-08-29,15:00,400,96
PARK-0271,Parking Publico Pío Baroja,36.7210350,-4.3607192,Avenida Pío Baroja - el Palo - Málaga (málaga),2026-08-14,10:00,437,135
PARK-0272,Parking Publico Pío Baroja,36.7210350,-4.3607192,Avenida Pío Baroja - el Palo - Málaga (málaga),2026-09-02,03:00,437,406
PARK-0273,Parking Publico Pío Baroja,36.7210350,-4.3607192,Avenida Pío Baroja - el Palo - Málaga (málaga),2026-02-03,12:00,437,141
PARK-0274,Parking Publico Pío Baroja,36.7210350,-4.3607192,Avenida Pío Baroja - el Palo - Málaga (málaga),2026-12-18,01:00,437,400
PARK-0275,Parking Publico Pío Baroja,36.7210350,-4.3607192,Avenida Pío Baroja - el Palo - Málaga (málaga),2026-03-19,04:00,437,392
PARK-0276,Parking Publico Pío Baroja,36.7210350,-4.3607192,Avenida Pío Baroja - el Palo - Málaga (málaga),2026-02-13,07:00,437,345
PARK-0277,Parking Publico Pío Baroja,36.7210350,-4.3607192,Avenida Pío Baroja - el Palo - Málaga (málaga),2026-03-02,17:00,437,152
PARK-0278,Parking Publico Pío Baroja,36.7210350,-4.3607192,Avenida Pío Baroja - el Palo - Málaga (málaga),2026-11-13,07:00,437,326
PARK-0279,Parking Publico Pío Baroja,36.7210350,-4.3607192,Avenida Pío Baroja - el Palo - Málaga (málaga),2026-09-25,12:00,437,135
PARK-0280,Parking Publico Pío Baroja,36.7210350,-4.3607192,Avenida Pío Baroja - el Palo - Málaga (málaga),2026-10-29,13:00,437,112
PARK-0281,Parking Publico Pío Baroja,36.7210350,-4.3607192,Avenida Pío Baroja - el Palo - Málaga (málaga),2026-06-06,18:00,437,159
PARK-0282,Parking Publico Pío Baroja,36.7210350,-4.3607192,Avenida Pío Baroja - el Palo - Málaga (málaga),2026-02-20,06:00,437,387
PARK-0283,Parking Publico Pío Baroja,36.7210350,-4.3607192,Avenida Pío Baroja - el Palo - Málaga (málaga),2026-11-17,06:00,437,367
PARK-0284,Parking Publico Pío Baroja,36.7210350,-4.3607192,Avenida Pío Baroja - el Palo - Málaga (málaga),2026-05-03,05:00,437,393
PARK-0285,Parking Publico Pío Baroja,36.7210350,-4.3607192,Avenida Pío Baroja - el Palo - Málaga (málaga),2026-10-10,02:00,437,396
PARK-0286,Parking Publico Pío Baroja,36.7210350,-4.3607192,Avenida Pío Baroja - el Palo - Málaga (málaga),2026-12-19,19:00,437,108
PARK-0287,Parking Publico Pío Baroja,36.7210350,-4.3607192,Avenida Pío Baroja - el Palo - Málaga (málaga),2026-08-29,09:00,437,155
PARK-0288,Parking Publico Pío Baroja,36.7210350,-4.3607192,Avenida Pío Baroja - el Palo - Málaga (málaga),2026-05-25,22:00,437,275
PARK-0289,Parking Publico Pío Baroja,36.7210350,-4.3607192,Avenida Pío Baroja - el Palo - Málaga (málaga),2026-08-21,02:00,437,428
PARK-0290,Parking Publico Pío Baroja,36.7210350,-4.3607192,Avenida Pío Baroja - el Palo - Málaga (málaga),2026-11-17,18:00,437,183
PARK-0291,Parking Publico Pío Baroja,36.7210350,-4.3607192,Avenida Pío Baroja - el Palo - Málaga (málaga),2026-12-05,06:00,437,391
PARK-0292,Parking Publico Pío Baroja,36.7210350,-4.3607192,Avenida Pío Baroja - el Palo - Málaga (málaga),2026-11-28,04:00,437,400
PARK-0293,Parking Publico Pío Baroja,36.7210350,-4.3607192,Avenida Pío Baroja - el Palo - Málaga (málaga),2026-05-17,04:00,437,400
PARK-0294,Parking Publico Pío Baroja,36.7210350,-4.3607192,Avenida Pío Baroja - el Palo - Málaga (málaga),2026-06-07,19:00,437,121
PARK-0295,Parking Publico Pío Baroja,36.7210350,-4.3607192,Avenida Pío Baroja - el Palo - Málaga (málaga),2026-10-19,09:00,437,195
PARK-0296,Parking Publico Pío Baroja,36.7210350,-4.3607192,Avenida Pío Baroja - el Palo - Málaga (málaga),2026-06-05,22:00,437,269
PARK-0297,Parking Publico Pío Baroja,36.7210350,-4.3607192,Avenida Pío Baroja - el Palo - Málaga (málaga),2026-07-26,08:00,437,251
PARK-0298,Parking Publico Pío Baroja,36.7210350,-4.3607192,Avenida Pío Baroja - el Palo - Málaga (málaga),2026-02-11,19:00,437,127
PARK-0299,Parking Publico Pío Baroja,36.7210350,-4.3607192,Avenida Pío Baroja - el Palo - Málaga (málaga),2026-01-21,13:00,437,123
PARK-0300,Parking Publico Pío Baroja,36.7210350,-4.3607192,Avenida Pío Baroja - el Palo - Málaga (málaga),2026-01-14,02:00,437,428
PARK-0301,Parking Publico Salitre,36.7153,-4.4286,Calle Salitre,2026-04-28,21:00,931,254
PARK-0302,Parking Publico Salitre,36.7153,-4.4286,Calle Salitre,2026-01-11,21:00,931,338
PARK-0303,Parking Publico Salitre,36.7153,-4.4286,Calle Salitre,2026-05-18,18:00,931,19
PARK-0304,Parking Publico Salitre,36.7153,-4.4286,Calle Salitre,2026-08-29,16:00,931,137
PARK-0305,Parking Publico Salitre,36.7153,-4.4286,Calle Salitre,2026-11-30,14:00,931,62
PARK-0306,Parking Publico Salitre,36.7153,-4.4286,Calle Salitre,2026-10-27,13:00,931,52
PARK-0307,Parking Publico Salitre,36.7153,-4.4286,Calle Salitre,2026-11-22,15:00,931,85
PARK-0308,Parking Publico Salitre,36.7153,-4.4286,Calle Salitre,2026-07-29,10:00,931,97
PARK-0309,Parking Publico Salitre,36.7153,-4.4286,Calle Salitre,2026-06-14,21:00,931,264
PARK-0310,Parking Publico Salitre,36.7153,-4.4286,Calle Salitre,2026-07-30,22:00,931,467
PARK-0311,Parking Publico Salitre,36.7153,-4.4286,Calle Salitre,2026-09-11,09:00,931,211
PARK-0312,Parking Publico Salitre,36.7153,-4.4286,Calle Salitre,2026-10-09,01:00,931,872
PARK-0313,Parking Publico Salitre,36.7153,-4.4286,Calle Salitre,2026-08-21,02:00,931,868
PARK-0314,Parking Publico Salitre,36.7153,-4.4286,Calle Salitre,2026-07-26,16:00,931,119
PARK-0315,Parking Publico Salitre,36.7153,-4.4286,Calle Salitre,2026-01-01,21:00,931,250
PARK-0316,Parking Publico Salitre,36.7153,-4.4286,Calle Salitre,2026-01-28,06:00,931,770
PARK-0317,Parking Publico Salitre,36.7153,-4.4286,Calle Salitre,2026-09-23,11:00,931,77
PARK-0318,Parking Publico Salitre,36.7153,-4.4286,Calle Salitre,2026-08-15,01:00,931,870
PARK-0319,Parking Publico Salitre,36.7153,-4.4286,Calle Salitre,2026-04-15,08:00,931,437
PARK-0320,Parking Publico Salitre,36.7153,-4.4286,Calle Salitre,2026-08-13,22:00,931,517
PARK-0321,Parking Publico Salitre,36.7153,-4.4286,Calle Salitre,2026-09-06,03:00,931,797
PARK-0322,Parking Publico Salitre,36.7153,-4.4286,Calle Salitre,2026-05-03,22:00,931,472
PARK-0323,Parking Publico Salitre,36.7153,-4.4286,Calle Salitre,2026-03-23,09:00,931,242
PARK-0324,Parking Publico Salitre,36.7153,-4.4286,Calle Salitre,2026-02-17,07:00,931,552
PARK-0325,Parking Publico Salitre,36.7153,-4.4286,Calle Salitre,2026-02-28,14:00,931,24
PARK-0326,Parking Publico Salitre,36.7153,-4.4286,Calle Salitre,2026-03-20,15:00,931,159
PARK-0327,Parking Publico Salitre,36.7153,-4.4286,Calle Salitre,2026-05-30,16:00,931,170
PARK-0328,Parking Publico Salitre,36.7153,-4.4286,Calle Salitre,2026-09-05,15:00,931,183
PARK-0329,Parking Publico Salitre,36.7153,-4.4286,Calle Salitre,2026-05-05,14:00,931,131
PARK-0330,Parking Publico Salitre,36.7153,-4.4286,Calle Salitre,2026-11-03,16:00,931,171
