id,nombre_establecimiento,tipo_ocupacion,direccion,latitud,longitud,ocupacion_longitud,ocupacion_superficie,titularidad,estado_autorizacion,fecha_inicio_autorizacion,fecha_fin_autorizacion,notas
OCUP-0396,RESTAURANTE 1981,terraza,Calle Alhondiga,36.71860155952579,-4.423443980582044,,24.0,privada,activa,,,
OCUP-0397,VA POR USTEDES,terraza,Calle Almeria,36.72096972856791,-4.357748183631892,,21.0,privada,activa,,,
OCUP-0398,TEJERINGOS LOS EXAGERAOS,terraza,Calle Almeria,36.72068536725489,-4.35717446677525,,19.0,privada,activa,,,
OCUP-0399,G?LE G?LE,terraza,Calle Almeria,36.72068957789598,-4.357014609309272,,20.0,privada,activa,,,
OCUP-0400,CAFE BAR ANDRES,terraza,Calle Almeria,36.720789928626814,-4.356689899830471,,10.0,privada,activa,,,
OCUP-0401,CAZORLA,terraza,Calle Almeria,36.72076322557688,-4.356576934906761,,17.0,privada,activa,,,
OCUP-0402,LA LLAVE CENTRO CULTURAL,terraza,Calle Almeria,36.72048334001055,-4.354713867649471,,25.0,privada,activa,,,
OCUP-0403,BAR LA HERRADURA,terraza,Calle Almeria,36.72046610344783,-4.35457194044749,,21.0,privada,activa,,,
OCUP-0404,TERRAL BURGER & DRINKS,terraza,Calle Almeria,36.72039811866736,-4.354410301043799,,26.0,privada,activa,,,
OCUP-0405,BAR LA PRADERA,terraza,Calle Almeria,36.72049490169067,-4.35415017062107,,21.0,privada,activa,,,
OCUP-0406,CAFE-BAR LAS NI?AS,terraza,Calle Almeria,36.72049490169067,-4.35415017062107,,16.0,privada,activa,,,
OCUP-0407,CAFE BAR EL CHANQUETE,terraza,Calle Almeria,36.720430861582415,-4.3538004213063415,,12.0,privada,activa,,,
OCUP-0408,PLIS PLAS,terraza,Calle Almeria,36.720419986720394,-4.35372622757408,,27.0,privada,activa,,,
OCUP-0409,ISTURK KEBAB,terraza,Calle Alonso Cano,36.72716220176176,-4.429454003049223,,11.0,privada,activa,,,
OCUP-0410,LA MAREA,terraza,Calle Alonso Cano,36.72750566408007,-4.429257245478925,,35.0,privada,activa,,,
OCUP-0411,MARISQUER?A FREIDURIA SALVADOR,terraza,Calle Alonso Carrillo de Albornoz,36.71970310330788,-4.360975186672252,,38.0,privada,activa,,,
OCUP-0412,EL PESCA?TO,terraza,Calle Alozaina,36.710265296058814,-4.445600660907197,,54.0,privada,activa,,,
OCUP-0413,BAR LAS NI?AS,terraza,Calle Alozaina,36.70948206997631,-4.4505553655901995,,29.0,privada,activa,,,
OCUP-0414,BAR ALBERTO,terraza,Calle Alozaina,36.70943643935696,-4.450772317538658,,20.0,privada,activa,,,
OCUP-0415,MESON CORTIJO CRISTOBAL,terraza,Calle Amalia Heredia,36.695313183939625,-4.441217001316077,,13.0,privada,activa,,,
OCUP-0416,DA SAVERIA,terraza,Calle Ancha del Carmen,36.71443294832613,-4.428597340370805,,18.0,privada,activa,,,
OCUP-0417,RESTAURANTE RICHARD,terraza,Calle Andarax,36.70964891058712,-4.443372460418927,,30.0,privada,activa,,,
OCUP-0418,11:11 COFFEE AND BAKERY,terraza,Calle Andres Bernaldez,36.72222862532337,-4.466371983098034,,7.0,privada,activa,,,
OCUP-0419,CAFE-BAR EL TUTI,terraza,Calle Virgen del Rocio,36.71619484900008,-4.44801603623397,,14.0,privada,activa,,,
OCUP-0420,INSIEME,terraza,Calle Andres Bernaldez,36.72222862532337,-4.466371983098034,,7.0,privada,activa,,,
OCUP-0421,LAS MERCHANAS,terraza,Calle Andres Perez,36.72285323381345,-4.422949809326663,,11.0,privada,activa,,,
OCUP-0422,BUGIO,terraza,Calle Andres Perez,36.723155621567315,-4.423645669988312,,9.0,privada,activa,,,
OCUP-0423,VARO,terraza,Calle Andres Perez,36.72308362734201,-4.423418622523433,,5.0,privada,activa,,,
OCUP-0424,SOCA,terraza,Calle Andres Perez,36.72320645495797,-4.423606998531124,,9.0,privada,activa,,,
OCUP-0425,GRAMYS CAF?,terraza,Calle Andromeda,36.71981249636086,-4.478850069598075,,15.0,privada,activa,,,
OCUP-0426,EL REFUGIO,terraza,Calle Andromeda,36.72090641931971,-4.4783595704646055,,23.0,privada,activa,,,
OCUP-0427,A MI MANERA,terraza,Calle Andromeda,36.721810122057555,-4.477778860733485,,8.0,privada,activa,,,
OCUP-0428,HELADER?A DI LORENZO,terraza,Calle Andromeda,36.721810122057555,-4.477778860733485,,18.0,privada,activa,,,
OCUP-0429,ROCKNROLLA,terraza,Calle Andromeda,36.721810122057555,-4.477778860733485,,12.0,privada,activa,,,
OCUP-0430,MARISQUEO,terraza,Calle Andromeda,36.72238166666851,-4.477410239067374,,17.0,privada,activa,,,
OCUP-0431,MESON LA PIEDRA,terraza,Calle Andromeda,36.72238166666851,-4.477410239067374,,28.0,privada,activa,,,
OCUP-0432,GOTTAN GRILL GOURMET,terraza,Calle Andromeda,36.722587245482444,-4.477281889481885,,34.0,privada,activa,,,
OCUP-0433,PAD THAI WOK,terraza,Calle Andromeda,36.72276981772305,-4.477161754389065,,28.0,privada,activa,,,
OCUP-0434,MISS SUSHI,terraza,Calle Andromeda,36.722563259241404,-4.477087872529505,,15.0,privada,activa,,,
OCUP-0435,HAMBURGUESERIA KEBAB ANDROMEDA,terraza,Calle Andromeda,36.722980317596786,-4.477025435577355,,14.0,privada,activa,,,
OCUP-0436,LA LONJA,terraza,Calle Andromeda,36.722980317596786,-4.477025435577355,,44.0,privada,activa,,,
OCUP-0437,LA PIARDA,terraza,Calle Andromeda,36.722980317596786,-4.477025435577355,,60.0,privada,activa,,,
OCUP-0438,NEW BARRIGONS,terraza,Calle Andromeda,36.722980317596786,-4.477025435577355,,44.0,privada,activa,,,
OCUP-0439,PIBU,terraza,Calle Andromeda,36.722980317596786,-4.477025435577355,,27.0,privada,activa,,,
OCUP-0440,BAR CAFETERIA PATRICIA,terraza,Calle Andromeda,36.723811233422545,-4.4762725399137855,,15.0,privada,activa,,,
OCUP-0441,FUNDIDO,terraza,Calle Angel,36.72190533281208,-4.4210462741497425,,6.0,privada,activa,,,
OCUP-0442,LOLITA,terraza,Calle Angel,36.721928972581416,-4.420974660334262,,27.0,privada,activa,,,
OCUP-0443,EL PATIO DEL ?NGEL,terraza,Calle Angel,36.72206584863436,-4.421151048287592,,25.0,privada,activa,,,
OCUP-0444,TABERNA ANDALUZA LOLITA,terraza,Calle Angel,36.72206584863436,-4.421151048287592,,26.0,privada,activa,,,
OCUP-0445,TAPER?A EL CANDELITA,terraza,Calle Aniba,36.69477012099548,-4.45465938071616,,25.0,privada,activa,,,
OCUP-0446,PIZZERIA NENINA,terraza,Calle Antigona,36.722895917736196,-4.475868167964154,,37.0,privada,activa,,,
OCUP-0447,BENDITO BOCADO,terraza,Calle Antigona,36.720826838007426,-4.476447728128715,,11.0,privada,activa,,,
OCUP-0448,TABERNA LA BIZNAGA,terraza,Calle Antigona,36.72153551801504,-4.476124128013675,,21.0,privada,activa,,,
OCUP-0449,LA QUINTONER?A DE TEATINOS,terraza,Calle Antigona,36.72155148934076,-4.476308941395973,,8.0,privada,activa,,,
OCUP-0450,ASADOR CARRIL DEL CONDE,terraza,Calle Antillas,36.69534791450433,-4.453476262928161,,10.0,privada,activa,,,
OCUP-0451,BAR LOS PEREZ,terraza,Camino Pato del,36.68997456743899,-4.45079188380101,,21.0,privada,activa,,,
OCUP-0452,EL TEMPLO,terraza,Calle Antillas,36.69463803728062,-4.45378604722757,,26.0,privada,activa,,,
OCUP-0453,FREIDURIA RAMONCHI,terraza,Calle Antillas,36.694869581961,-4.45377192478937,,9.0,privada,activa,,,
OCUP-0454,LA TAPERIA DEL PINTXO,terraza,Calle Antonio Baena Gomez,36.718706936583224,-4.4220810947560825,,57.0,privada,activa,,,
OCUP-0455,LA CUEVA DE 1900,terraza,Calle Antonio Baena Gomez,36.71863897263345,-4.422157918522543,,35.0,privada,activa,,,
OCUP-0456,CAFETER?A BAR OASIS,terraza,Calle Antonio Chacon,36.699411264097705,-4.4474531392655,,7.0,privada,activa,,,
OCUP-0457,BURGUER SCOOBY,terraza,Calle Antonio Chacon,36.69959886959339,-4.44766556013965,,13.0,privada,activa,,,
OCUP-0458,BODEGUITA LA FORTUNATA,terraza,Calle Antonio Chacon,36.69914707396989,-4.447881599278527,,5.0,privada,activa,,,
OCUP-0459,TETER?A NIRVANA,terraza,Calle Antonio Chacon,36.69892706717343,-4.448072989534939,,7.0,privada,activa,,,
OCUP-0460,KATAVI,terraza,Calle Antonio Chacon,36.698716318437214,-4.4482161159169795,,9.0,privada,activa,,,
OCUP-0461,EL TAPEO DEL COLILLA,terraza,Calle Antonio Chacon,36.69863951234271,-4.4485161184285475,,34.0,privada,activa,,,
OCUP-0462,CAPRICHO HELADO ARTESANO,terraza,Calle Antonio Martelo,36.711163435103764,-4.441385666792156,,29.0,privada,activa,,,
OCUP-0463,LA CASITA DE ANA,terraza,Calle Antonio Maura,36.70309669178722,-4.442460878757665,,14.0,privada,activa,,,
OCUP-0464,DE HUELVA,terraza,Calle Antonio Soler,36.70407359139116,-4.434475764029134,,36.0,privada,activa,,,
OCUP-0465,GOTHAM GRILL GOURMET,terraza,Calle Antonio Soler,36.70407359139116,-4.434475764029134,,30.0,privada,activa,,,
OCUP-0466,LA CREME,terraza,Calle Antonio Soler,36.70407359139116,-4.434475764029134,,42.0,privada,activa,,,
OCUP-0467,MASAI,terraza,Calle Antonio Soler,36.70426895276659,-4.4345094514360355,,35.0,privada,activa,,,
OCUP-0468,HAMBURGUESER?A KEBAB ANDR?MEDA,terraza,Calle Aristofanes,36.72338537656124,-4.483525042970786,,33.0,privada,activa,,,
OCUP-0469,GRANIER,terraza,Calle Armengual de la Mota,36.71732748546783,-4.429868616253865,,49.0,privada,activa,,,
OCUP-0470,LA CANASTA,terraza,Calle Armengual de la Mota,36.718155210827774,-4.4291843730943254,,19.0,privada,activa,,,
OCUP-0471,DUNKIN COFFE,terraza,Calle Armengual de la Mota,36.71832219852866,-4.429276525301474,,14.0,privada,activa,,,
OCUP-0472,PACO JOSE,terraza,Calle Armengual de la Mota,36.71832219852866,-4.429276525301474,,18.0,privada,activa,,,
OCUP-0473,GRANIER,terraza,Calle Armengual de la Mota,36.71892660409256,-4.429196463723222,,10.0,privada,activa,,,
OCUP-0474,TEJERINGO´S COFFEE,terraza,Calle Armengual de la Mota,36.71946697186119,-4.429147361843555,,13.0,privada,activa,,,
OCUP-0475,BEAR 2 HOUSE,terraza,Calle Armengual de la Mota,36.719567599339896,-4.4293340437573026,,7.0,privada,activa,,,
OCUP-0476,ODEON,terraza,Calle Arquitecto Eduardo Esteve,36.721079757728525,-4.363098202847121,,46.0,privada,activa,,,
OCUP-0477,ISTURK KEBAB,terraza,Calle Arquitecto Eduardo Esteve,36.72071403592922,-4.362883293223574,,12.0,privada,activa,,,
OCUP-0478,EL PAN MORENO,terraza,Calle Arquitecto Eduardo Esteve,36.720751933772455,-4.363135857796181,,13.0,privada,activa,,,
OCUP-0479,NEREMAR CAF?,terraza,Calle Arquitecto Eduardo Esteve,36.720751933772455,-4.363135857796181,,17.0,privada,activa,,,
OCUP-0480,LOS PIBES,terraza,Calle Arquitecto Eduardo Esteve,36.72056141999194,-4.363156365133471,,17.0,privada,activa,,,
OCUP-0481,TANDOORI GRILL,terraza,Calle Arquitecto Eduardo Esteve,36.72006950860878,-4.363295109785722,,16.0,privada,activa,,,
OCUP-0482,TEJERINGO S COFFEE,terraza,Calle Arquitecto Eduardo Esteve,36.72006950860878,-4.363295109785722,,70.0,privada,activa,,,
OCUP-0483,PUESTOS 203-204-205 Y 206,terraza,Calle Atarazanas,36.71824589260519,-4.423856925035863,,6.0,privada,activa,,,
OCUP-0484,BAR SAYLO,terraza,Camino San Rafael,36.70939170197061,-4.446010483434188,,17.0,privada,activa,,,
OCUP-0485,PUESTO NR 1-75-76,terraza,Calle Atarazanas,36.71824589260519,-4.423856925035863,,6.0,privada,activa,,,
OCUP-0486,P.160-231 Y 232,terraza,Calle Atarazanas,36.71824589260519,-4.423856925035863,,5.0,privada,activa,,,
OCUP-0487,PUESTO 168,terraza,Calle Atarazanas,36.71824589260519,-4.423856925035863,,5.0,privada,activa,,,
OCUP-0488,PUESTO 2-3,terraza,Calle Atarazanas,36.71824589260519,-4.423856925035863,,4.0,privada,activa,,,
OCUP-0489,PUESTO 161,terraza,Calle Atarazanas,36.71824589260519,-4.423856925035863,,5.0,privada,activa,,,
OCUP-0490,LA DESAYUNER?A,terraza,Calle Atarazanas,36.718006410428416,-4.424503247703353,,20.0,privada,activa,,,
OCUP-0491,O MELHOR CROISSANT DA MINHA RU,terraza,Calle Atarazanas,36.71804236873686,-4.423947106427413,,14.0,privada,activa,,,
OCUP-0492,EL ENCUENTRO,terraza,Calle Ayala,36.70984462201488,-4.431304148639545,,37.0,privada,activa,,,
OCUP-0493,HABITAT AFTERWORK,terraza,Calle Azucena,36.72201511394341,-4.4216655866828525,,8.0,privada,activa,,,
OCUP-0494,HELADERIA ICEBERG,terraza,Calle Babel,36.715195082573985,-4.437675439522765,,7.0,privada,activa,,,
OCUP-0495,EL PASTELERO REAL CAFETER?A,terraza,Calle Babel,36.71514770001452,-4.437928177604297,,10.0,privada,activa,,,
OCUP-0496,PA-PIKA,terraza,Calle Babel,36.71514770001452,-4.437928177604297,,12.0,privada,activa,,,
OCUP-0497,CASA MANUEL DE LA LONJA,terraza,Calle Banda del Mar,36.71855684315137,-4.357114891602433,,53.0,privada,activa,,,
OCUP-0498,CANTA EL GALLO,terraza,Calle Banda del Mar,36.71819224652055,-4.355088180636071,,75.0,privada,activa,,,
OCUP-0499,BAR MESON PACO,terraza,Camino Termica de la,36.68906027036494,-4.448022892589649,,25.0,privada,activa,,,
OCUP-0500,NEW VARADERO,terraza,Calle Banda del Mar,36.71793293914685,-4.35406308863231,,16.0,privada,activa,,,
OCUP-0501,RESTAURANTE NARVAL,terraza,Calle Banda del Mar,36.71780446305711,-4.353367409756531,,150.0,privada,activa,,,
OCUP-0502,BAR EL RESCOLDO,terraza,Calle Barquillero,36.70171205960853,-4.444952306991937,,16.0,privada,activa,,,
OCUP-0503,PICNIC DINNER & COFFEE,terraza,Calle Barroso,36.71568061018637,-4.423385942183434,,32.0,privada,activa,,,
OCUP-0504,BAR VILLASOL,terraza,Calle Bartolome Pancorbo,36.70507356040041,-4.439929009804446,,7.0,privada,activa,,,
OCUP-0505,HNOS. RICO,terraza,Calle Bartolome Pancorbo,36.70541530077708,-4.440382219315945,,18.0,privada,activa,,,
OCUP-0506,LA CORDOBESA,terraza,Calle Bartolome Pancorbo,36.70530437724097,-4.4405213185089565,,11.0,privada,activa,,,
OCUP-0507,TAPERIA EL BEATO,terraza,Calle Beatas,36.723666848074494,-4.420439844236832,,7.0,privada,activa,,,
OCUP-0508,ESQUINA PADILLA,terraza,Calle Beatas,36.72355932054957,-4.420429925646842,,17.0,privada,activa,,,
OCUP-0509,MOJITO BAR,terraza,Calle Beatas,36.72344953812734,-4.420265964711623,,13.0,privada,activa,,,
OCUP-0510,EL FAROLITO DE LOS TRES PIANTA,terraza,Calle Beatas,36.72341102787079,-4.420215516066403,,6.0,privada,activa,,,
OCUP-0511,BAR LA GUARIDA,terraza,Calle Beatas,36.72317953325125,-4.419752557503782,,7.0,privada,activa,,,
OCUP-0512,LA ESQUINITA DE LA GAMBA,terraza,Calle Beatas,36.72313076374699,-4.419679514185652,,11.0,privada,activa,,,
OCUP-0513,JUMANJI,terraza,Calle Beatas,36.72302688691508,-4.419521397028432,,35.0,privada,activa,,,
OCUP-0514,LOS MARANGOS,terraza,Calle Beatas,36.72291789452142,-4.419371965075201,,21.0,privada,activa,,,
OCUP-0515,TABERNA EL CARPINTERO,terraza,Calle Beatas,36.722561323281724,-4.419034083529432,,6.0,privada,activa,,,
OCUP-0516,MI CAFECITO,terraza,Calle Beatas,36.72237951005022,-4.418811661564022,,6.0,privada,activa,,,
OCUP-0517,BUDARE VENEZUELAN FOOD,terraza,Calle Beatas,36.722263200752785,-4.418667236994441,,2.0,privada,activa,,,
OCUP-0518,LOS PATIOS DE BEATAS,terraza,Calle Beatas,36.722362261761106,-4.418712168478223,,12.0,privada,activa,,,
OCUP-0519,LA PAVA,terraza,Calle Beatas,36.72230710101664,-4.418645145305202,,6.0,privada,activa,,,
OCUP-0520,LA GLORIA,terraza,Calle Beatas,36.72211998172472,-4.418313418932691,,15.0,privada,activa,,,
OCUP-0521,CAFETERIA GRAN PLAZA,terraza,Calle Beethoven,36.694443802152,-4.450423362300809,,35.0,privada,activa,,,
OCUP-0522,EL PARQUE,terraza,Calle Betsaida,36.71280102879123,-4.438975075253265,,32.0,privada,activa,,,
OCUP-0523,BAR-RESTAURANTE PUNTO DE PARTIDA,terraza,Calle Bienvenida,36.701982870994854,-4.445382215676779,,49.0,privada,activa,,,
OCUP-0524,THE CENTRAL PERK,terraza,Calle Bienvenida,36.70196459394582,-4.445457693716797,,28.0,privada,activa,,,
OCUP-0525,BAR LA CACERIA,terraza,Calle Blas de Lezo,36.72711692435551,-4.435008293422125,,11.0,privada,activa,,,
OCUP-0526,EL COCODRILO,terraza,Calle Blas de Lezo,36.72919697849618,-4.434472404412314,,2.0,privada,activa,,,
OCUP-0527,EL PIMIENTO,terraza,Calle Bocanegra,36.70209729456357,-4.445706075744047,,14.0,privada,activa,,,
OCUP-0528,Tejeringos,terraza,Calle Bocanegra,36.70207301205884,-4.445651014448957,,11.0,privada,activa,,,
OCUP-0529,CAREMM,terraza,Calle Bolivia,36.72159569136069,-4.379572164740916,,5.0,privada,activa,,,
OCUP-0530,M&A,terraza,Calle Bolivia,36.721691624874516,-4.3766884870475335,,38.0,privada,activa,,,
OCUP-0531,ASADOR OVIDIO,terraza,Calle Bolsa,36.71935951467597,-4.420981165712423,,39.0,privada,activa,,,
OCUP-0532,AMIGOS,terraza,Calle Bolsa,36.719298918271605,-4.420874988349263,,30.0,privada,activa,,,
OCUP-0533,SIETE CABEZAS,terraza,Calle Bolsa,36.719400032992,-4.420673980818242,,60.0,privada,activa,,,
OCUP-0534,LA CABRERA,terraza,Calle Bolsa,36.719368039867085,-4.4204796846795515,,21.0,privada,activa,,,
OCUP-0535,GUSTO,terraza,Calle Bolsa,36.71934505512926,-4.420305786117741,,14.0,privada,activa,,,
OCUP-0536,RISTORANTE PIZZERIA GUSTO,terraza,Calle Bolsa,36.71934505512926,-4.420305786117741,,18.0,privada,activa,,,
OCUP-0537,LA RESERVA N- 12,terraza,Calle Bolsa,36.71931890631621,-4.420431909580303,,34.0,privada,activa,,,
OCUP-0538,MATIZ,terraza,Calle Bolsa,36.71929800107579,-4.420278640728123,,29.0,privada,activa,,,
OCUP-0539,EL BOSQUE DE LAS HADAS,terraza,Calle Brahms,36.69454221919411,-4.451257236997751,,4.0,privada,activa,,,
OCUP-0540,LA COLORA TABERNA,terraza,Calle Brahms,36.6937355937421,-4.449557280768059,,17.0,privada,activa,,,
OCUP-0541,ENCUENTRO LATINO,terraza,Calle Brujula,36.72698861024402,-4.4442659462323775,,5.0,privada,activa,,,
OCUP-0542,LA TABERNITA DE MIGUEL,terraza,Calle Budapest,36.72488308201128,-4.545023665523703,,85.0,privada,activa,,,
OCUP-0543,PASTEL PAN,terraza,Calle Budapest,36.72404661764764,-4.545217763950253,,60.0,privada,activa,,,
OCUP-0544,CAFETERIA EL JARDIN,terraza,Calle Ca?on,36.72050195554196,-4.418598737259072,,23.0,privada,activa,,,
OCUP-0545,LA RISTOBOTTEGA,terraza,Calle Ca?on,36.72035256686493,-4.418660138173502,,11.0,privada,activa,,,
OCUP-0546,LA BOCAN?,terraza,Calle Ca?on,36.72014260267748,-4.418685861161672,,16.0,privada,activa,,,
OCUP-0547,MESON RINCON CATEDRAL,terraza,Calle Ca?on,36.72014260267748,-4.418685861161672,,10.0,privada,activa,,,
OCUP-0548,LUCY II,terraza,Calle Cabas Galvan,36.72866225991165,-4.440696237623486,,11.0,privada,activa,,,
OCUP-0549,DESAL CAFE,terraza,Calle Cabello,36.72512171111035,-4.422102411357542,,10.0,privada,activa,,,
OCUP-0550,CAFE MADRID,terraza,Calle Caldereria,36.721909084744674,-4.420697315491173,,31.0,privada,activa,,,
OCUP-0551,DR.LIVINGSTONE,terraza,Calle Caldereria,36.7221981484521,-4.420520224989662,,9.0,privada,activa,,,
OCUP-0552,GEOGRAPHIC PUB,terraza,Calle Caldereria,36.7221981484521,-4.420520224989662,,23.0,privada,activa,,,
OCUP-0553,EL TABERNILLAS,terraza,Calle Caldereria,36.72213008795264,-4.420640702112452,,22.0,privada,activa,,,
OCUP-0554,SPORT BAR VOX,terraza,Calle Caldereria,36.72213008795264,-4.420640702112452,,43.0,privada,activa,,,
OCUP-0555,OR?GENES,terraza,Calle Caldereria,36.722319099598764,-4.420427239623781,,4.0,privada,activa,,,
OCUP-0556,BAR PEPA Y PEPE,terraza,Calle Caldereria,36.722330350970466,-4.420586517816191,,30.0,privada,activa,,,
OCUP-0557,PEPA Y PEPE,terraza,Calle Caldereria,36.722330350970466,-4.420586517816191,,11.0,privada,activa,,,
OCUP-0558,SIROKOPLAZA,terraza,Calle Caldereria,36.722437733315985,-4.420511892816512,,27.0,privada,activa,,,
OCUP-0559,LA TASQUITA DE EN MEDIO,terraza,Calle Caldereria,36.72248695911694,-4.420572336020481,,12.0,privada,activa,,,
OCUP-0560,LA TASQUITA DE EN MEDIO,terraza,Calle Caldereria,36.72248695911694,-4.420572336020481,,7.0,privada,activa,,,
OCUP-0561,SPAGOS,terraza,Calle Caldereria,36.72248695911694,-4.420572336020481,,8.0,privada,activa,,,
OCUP-0562,ANDINO,terraza,Calle Calderon de la Barca,36.720295310173334,-4.423913597370813,,10.0,privada,activa,,,
OCUP-0563,EL RINCONCITO,terraza,Calle Calderon de la Barca,36.72036745866602,-4.423859751231762,,8.0,privada,activa,,,
OCUP-0564,ESQUINA PLAZA CAMAS,terraza,Calle Calderon de la Barca,36.72024526830377,-4.424031598949672,,18.0,privada,activa,,,
OCUP-0565,ASTRID TAPAS,terraza,Calle Calderon de la Barca,36.72030737792405,-4.424005415047702,,43.0,privada,activa,,,
OCUP-0566,EL RINCONCITO,terraza,Calle Calderon de la Barca,36.72030737792405,-4.424005415047702,,4.0,privada,activa,,,
OCUP-0567,EL TRUKITO DE MAMA OLGA,terraza,Calle Calzada de la Trinidad,36.7252637962402,-4.432317390481713,,11.0,privada,activa,,,
OCUP-0568,DE TONINO RISTORANTE,terraza,Calle Camas,36.720562073709544,-4.424567264956663,,28.0,privada,activa,,,
OCUP-0569,ANA LA FANT?STICA,terraza,Calle Camas,36.72039964302324,-4.424493231611223,,52.0,privada,activa,,,
OCUP-0570,LOS MARANGOS PZA CAMAS,terraza,Calle Camas,36.720138921871474,-4.424437393619403,,25.0,privada,activa,,,
OCUP-0571,CAFETER?A TAPER?A LUCHY,terraza,Calle Cameros,36.71301614908778,-4.439409638626656,,10.0,privada,activa,,,
OCUP-0572,TAPAS-BAR ANK?,terraza,Calle Cameros,36.71301614908778,-4.439409638626656,,40.0,privada,activa,,,
OCUP-0573,?ANDURY BY DORA ORTIZ,terraza,Calle Canales,36.71148992063897,-4.426945961635964,,9.0,privada,activa,,,
OCUP-0574,MESON ASTUR,terraza,Calle Capitan,36.72205295024935,-4.4209304343871825,,2.0,privada,activa,,,
OCUP-0575,BE HAPPY,terraza,Calle Capitan,36.72205804241886,-4.420808642895062,,9.0,privada,activa,,,
OCUP-0576,BAR FERNANDO,terraza,Calle Capitan,36.722091350575894,-4.4207279418817516,,3.0,privada,activa,,,
OCUP-0577,LA TAPERIA DE SYBARIS,terraza,Calle Carcer,36.72369500759473,-4.419724877193882,,3.0,privada,activa,,,
OCUP-0578,LA ROMANTICA I,terraza,Calle Carcer,36.72397583192575,-4.419428456731631,,15.0,privada,activa,,,
OCUP-0579,TABERNA MALAGA LA BELLA_2,terraza,Calle Carcer,36.72416142063227,-4.419186607081833,,17.0,privada,activa,,,
OCUP-0580,GOFRES 2,terraza,Calle Carcer,36.72416142063227,-4.419186607081833,,10.0,privada,activa,,,
OCUP-0581,HAMBURGUESERIA DON PIM POM,terraza,Calle Carlinda,36.73184000107896,-4.450027210750387,,16.0,privada,activa,,,
OCUP-0582,HELADOS LAURI,terraza,Calle Bolivia,36.72159965809169,-4.374887529520684,,14.0,privada,activa,,,
OCUP-0583,SERCOTEL TRIBUNA M?LAGA,terraza,Calle Carreteria,36.721680687181724,-4.424919789228345,,25.0,privada,activa,,,
OCUP-0584,CAF? BAR MI SITIO,terraza,Calle Casarabonela,36.70911106855559,-4.44741330819254,,17.0,privada,activa,,,
OCUP-0585,OLEO,terraza,Calle Casas de Campos,36.71651272213551,-4.421854397913692,,30.0,privada,activa,,,
OCUP-0586,EL RINCON DEL CERVECERO,terraza,Calle Casas de Campos,36.71633225690311,-4.422272904669163,,28.0,privada,activa,,,
OCUP-0587,MISS SUSHI MALAGA,terraza,Calle Casas de Campos,36.71638913759277,-4.422289336965024,,46.0,privada,activa,,,
OCUP-0588,ICON MALABAR By Petit Palace,terraza,Calle Casas de Campos,36.71621180422476,-4.422709646415063,,58.0,privada,activa,,,
OCUP-0589,HASTA LOS ANDARES,terraza,Calle Casas de Campos,36.71625653129692,-4.422778355699992,,11.0,privada,activa,,,
OCUP-0590,LA GUERNICA,terraza,Calle Casas de Campos,36.71598924856831,-4.423742063100004,,14.0,privada,activa,,,
OCUP-0591,ANTIGUA CASA DE BOTES,terraza,Calle Casas de Campos,36.71591303182114,-4.4237943333003935,,12.0,privada,activa,,,
OCUP-0592,EL IMPERDIBLE,terraza,Calle Casas de Campos,36.71584522401033,-4.424271072713922,,39.0,privada,activa,,,
OCUP-0593,MAMUCHIS,terraza,Calle Casas de Campos,36.71588153093668,-4.4239124240845635,,13.0,privada,activa,,,
OCUP-0594,MADAME SUZANNE,terraza,Calle Casas de Campos,36.715841466250055,-4.4240546643932435,,21.0,privada,activa,,,
OCUP-0595,MALA LECHE,terraza,Calle Castillo de Sohail,36.72054584219253,-4.424278099163753,,19.0,privada,activa,,,
OCUP-0596,DE LA MOTA CAFE,terraza,Calle Cerezuela,36.718204183117734,-4.427251461219604,,19.0,privada,activa,,,
OCUP-0597,LE PETIT BISCUIT,terraza,Calle Cervantes,36.719620473323985,-4.409986281820769,,9.0,privada,activa,,,
OCUP-0598,RESTAURANTE EL REFECTORIUM,terraza,Calle Cervantes,36.719620473323985,-4.409986281820769,,12.0,privada,activa,,,
OCUP-0599,LA TRASTIENDA,terraza,Calle Cervantes,36.71942524591617,-4.410010718726571,,10.0,privada,activa,,,
OCUP-0600,BILMORE,terraza,Calle Cervantes,36.71890123083015,-4.409889734757141,,6.0,privada,activa,,,
OCUP-0601,CENTRAL HORIZONTE,terraza,Calle Cervantes,36.71890123083015,-4.409889734757141,,15.0,privada,activa,,,
OCUP-0602,PICASSO 3,terraza,Calle Chiclanero el,36.72388304953644,-4.4168597811554315,,22.0,privada,activa,,,
OCUP-0603,MISUTO,terraza,Calle Chuita,36.72112760037076,-4.378193384012504,,15.0,privada,activa,,,
OCUP-0604,TERRA MIA EXPRESS,terraza,Calle Circo,36.72745808705742,-4.4150032974248505,,57.0,privada,activa,,,
OCUP-0605,LA COSMO,terraza,Calle Cister,36.72055887360804,-4.418100711524903,,24.0,privada,activa,,,
OCUP-0606,CISTER CATORCE,terraza,Calle Cister,36.72035633473221,-4.417670914727001,,78.0,privada,activa,,,
OCUP-0607,EL CONDE TAPAS,terraza,Calle Cister,36.72048084954075,-4.417785677959472,,6.0,privada,activa,,,
OCUP-0608,EME DE MARIANO RS,terraza,Calle Cister,36.72048084954075,-4.417785677959472,,9.0,privada,activa,,,
