id,nombre,descripcion,direccion,latitud,longitud,fecha_inicio,hora_inicio,fecha_fin,hora_fin,tipo_intervencion,tipo_afectacion,titularidad,impacto_pmr,notas
AFEC-0079,Intervención Calle Juan René,"Corte de tráfico y ocupación de estacionamiento en c/ Juan René nº 2-4, para realizar operaciones auxiliares de obra (carga y descarga de materiales) – Ampliación de plazo.",Calle Juan René,36.698125137868075,-4.446663965025259,2026-02-27,08:00,2026-12-27,14:00,obra,corte_trafico,municipal,no,GECONARIO SOCIEDAD DE RESPONSABILIDAD LIMITADA
AFEC-0080,Intervención Calle Ardilla,"Cortes de tráfico en c/ Ardilla, para realizar operaciones auxiliares de obra (carga y descarga de materiales y hormigonado)",Calle Ardilla,36.7084389370303,-4.453788286840462,2026-08-11,08:00,2026-08-31,14:00,obra,corte_trafico,municipal,no,Particular.
AFEC-0081,Intervención Calle Palo Mayor,"Corte de tráfico en C/ Palo Mayor en el tramo comprendido entre C/ Sondalezas y C/ Doctor Ruiz Jiménez, para realizar operaciones de izado de material. (7ªAmpliación de plazo).",Calle Palo Mayor,36.72271671126787,-4.441297409630232,2026-08-21,08:00,2027-10-04,20:00,obra,corte_trafico,municipal,no,"Eiffage Energía, S.L.U."
AFEC-0082,Intervención Plaza de los Mártires Ciriaco y Paula,"Accesos puntuales a Plaza de los Mártires, nº1 para realizar operaciones auxiliares de obra.",Plaza de los Mártires Ciriaco y Paula,36.72235779091336,-4.422354833168807,2026-05-15,07:00,2027-10-13,11:00,obra,ocupacion_calzada,municipal,no,RECA AVEIG INGENIERIA Y CONSTRUCCION SL
AFEC-0083,Intervención Calle Álamos,"Accesos puntuales a c/ Álamos, nº3 para realizar operaciones auxiliares de obra y calle Mariblanca, nº5 para cuba de obra.",Calle Álamos,36.72418671405194,-4.4202676866464925,2026-04-02,07:00,2027-04-02,10:00,obra,ocupacion_calzada,municipal,no,"2024 GESPROCON, SL"
AFEC-0084,Intervención Calle Abogado Federico Orellana Toledano,"Ocupación de calzada en C/Abogado Federico Orellana Toledano y Av. Sor Teresa Prat, para realizar obras de separación de redes (EMASA)",Calle Abogado Federico Orellana Toledano,36.70215148015692,-4.43924222358577,2026-02-24,08:00,2027-02-24,20:00,obra,corte_trafico,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0085,Intervención Calle García Briz,"Accesos puntuales a c/García Briz, nº3 para realizar operaciones auxiliares de obra. Ampliación temporal.",Calle García Briz,36.721041499574355,-4.424920690759094,2026-06-02,08:00,2026-10-31,11:00,obra,ocupacion_calzada,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0086,Intervención Pasaje Venegas,"Ocupaciones de vía pública en Pasaje Venegas n.º 4-6, para realizar operaciones auxiliares de obra.",Pasaje Venegas,36.72796792601206,-4.438946176333269,2026-09-17,08:00,2027-01-26,20:00,obra,ocupacion_calzada,municipal,no,"COMEJI, S.A."
AFEC-0087,Intervención Plazuela Virgen de las Penas,"Accesos puntuales a plazuela Virgen de las Penas para realizar operaciones auxiliares de obra situada en calle Coronado, 4 ( carga y descarga ). Ampliación de plazo.",Plazuela Virgen de las Penas,36.722244886236574,-4.424071551270309,2026-04-12,07:00,2026-07-20,13:00,obra,ocupacion_calzada,municipal,no,"Skynyx lnvestments, S.L. r/p Gesic Unimann, S.L."
AFEC-0088,Intervención Plazuela Virgen de las Penas,"Accesos puntuales a plazuela Virgen de las Penas para realizar operaciones auxiliares de obra en calle Coronado, 4 (carga y descarga). Ampliación de plazo CENTHIST-2025/3057. Autorización 166848 de 12 de marzo de 2026.",Plazuela Virgen de las Penas,36.722285480252545,-4.4241582718674355,2026-07-11,07:00,2027-07-11,13:00,obra,ocupacion_calzada,municipal,no,"Skynyx Investments, S.L."
AFEC-0089,Intervención Plazuela Virgen de las Penas,"Accesos puntuales a Plazuela Virgen de las Penas para realizar operaciones auxiliares de obra de c/ Pozos Dulces, nº 21 y 25 (HORMIGONADOS).",Plazuela Virgen de las Penas,36.722285480252545,-4.4241582718674355,2026-10-04,07:30,2027-11-17,16:00,obra,ocupacion_calzada,municipal,no,"Murari Obras y Proyectos, S.L."
AFEC-0090,Intervención Calle Santa Gema,"Corte de tráfico en C/ Santa Gema, a la altura del n.º 11, para los trabajos de carga y descarga de materiales de obra. (Ampliación)",Calle Santa Gema,36.72842817355428,-4.371315154069189,2026-01-01,10:00,2026-05-08,12:00,obra,corte_trafico,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0091,Intervención Calle Petronio,Ocupación menor por hormigonado,Calle Petronio,36.74612751318217,-4.479808632534296,2026-06-15,08:00,2026-09-15,19:00,obra,otro,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0092,Intervención Calle Juan Valera,"Ocupación de vía pública en c/Juan Valera, nº 67 para operaciones de micro pilotaje.",Calle Juan Valera,36.72396657559752,-4.3774307514290225,2026-01-10,08:00,2026-09-04,18:00,obra,corte_trafico,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0093,Intervención Paseo de Salvador Rueda,"Ocupación de calzada de Pº Salvador Rueda, 13 y en c/Ramal de Monte de Sancha, 28, para operaciones auxiliares de obra",Paseo de Salvador Rueda,36.72377581372775,-4.399517674419345,2026-07-05,09:30,2027-07-06,18:00,obra,ocupacion_calzada,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0094,Intervención Calle Doña,"Ocupación de calzada en c/ Doña, nº 32 para realizar operaciones de pintura en fachada.",Calle Doña,36.732541064200454,-4.420492532594296,2026-05-03,09:00,2026-08-02,19:00,obra,ocupacion_calzada,municipal,no,Particular.
AFEC-0095,Intervención Avenida de San Javier,"Cortes de tráfico en los barrios de HAcienda Platero y Heliomar en Churriana, con motivo de las 'Obras de Separación de Redes en la Avenida San Javier y calle Torremolinos, Málaga (EMASA)",Avenida de San Javier,36.6656485633116,-4.5037442276541055,2026-05-04,08:00,2029-05-04,20:00,obra,corte_trafico,municipal,no,EMASA
AFEC-0096,Intervención Calle Frailes,"Ocupación menor en carril de circulación con o sin estacionamiento, c/ Fraile nº 36, por rehabilitación de fachada.",Calle Frailes,36.72551397305273,-4.41853131251072,2026-02-10,08:00,2026-04-21,14:00,obra,corte_trafico,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0097,Intervención Calle Álvarez,"Accesos puntuales a c/Álvarez, nº8 para realizar operaciones auxiliares de obra (carga y descarga).",Calle Álvarez,36.72454668326381,-4.423988279354029,2026-09-06,07:30,2027-09-05,11:30,obra,ocupacion_calzada,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0098,Intervención Calle Echegaray,"Accesos puntuales a c/Císter, nº1 para realizar operaciones auxiliares de obra (carga y descarga) de obra situada en c/Echegaray nº8",Calle Echegaray,36.72131320109044,-4.419137990108375,2026-09-30,08:00,2027-03-11,11:30,obra,ocupacion_calzada,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0099,Intervención Calle Juan de Padilla,"Accesos puntuales a c/Juan de Padilla,nº13 para realizar operaciones auxiliares de obra.",Calle Juan de Padilla,36.72334009257777,-4.42072435088305,2026-03-07,07:30,2026-06-06,10:30,obra,ocupacion_calzada,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0100,Intervención Calle Eugenio Gross,Corte de tráfico en c/ Eugenio Gross en el tramo comprendido entre c/ Martínez Maldonado y c/ Martínez de la Rosa para realizar con motivo de las obras para la 'PROLONGACIÓN DE LA LÍNEA 2 DEL METRO DE MÁLAGA AL HOSPITAL CIVIL TRAMO 2: HILERA - EUGENIO GROSS'.,Calle Eugenio Gross,36.72309724867725,-4.435657545020089,2026-09-01,10:00,2027-02-09,23:59,obra,corte_trafico,municipal,no,U.T.E. OBRA METRO MÁLAGA
AFEC-0101,Intervención Calle Ramón Franquelo,": Accesos puntuales a el Ramón Franquelo para realizar operaciones de hormigonado para obra en el Tomás de Cózar, nº 4-6. Ampliación temporal.",Calle Ramón Franquelo,36.723050882715285,-4.419243086325324,2026-03-26,07:30,2026-03-26,12:00,obra,corte_trafico,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0102,Intervención Avenida de Miraflores de los Ángeles,Ocupación menor por carga y descarga de materiales,Avenida de Miraflores de los Ángeles,36.730311316397675,-4.440600657725054,2026-09-28,08:00,2026-09-28,18:00,obra,otro,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0103,Intervención Carrera de Capuchinos,"Ocupación de calzada en Carrera Capuchinos, a la altura del nº33, para realizar operaciones de carga y descarga y hormigonado.",Carrera de Capuchinos,36.72812220749476,-4.4211384165685335,2026-08-05,08:00,2026-11-12,14:00,obra,ocupacion_calzada,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0104,Intervención Plaza de la Marina,Acceso de vehículos de distribución de mercancías a la reserva de Carga y Descarga de la Plaza de la Marina,Plaza de la Marina,36.71836454676338,-4.421070571127101,2026-10-04,08:00,2026-10-08,15:00,obra,corte_trafico,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0105,Intervención Calle Lairenes,"Corte de tráfico en c/ Lairenes, 1 para la realización de los trabajos de saneamiento (EMASA)",Calle Lairenes,36.733392856551376,-4.568923455417231,2026-04-13,09:30,2026-06-05,20:00,obra,corte_trafico,municipal,no,EMASA
AFEC-0106,Intervención Calle Moreti,"Corte de tráfico en c/ Moreti en el tramo comprendido entre Glorieta Escultor Antonio Leiva Jiménez y Av. Velázquez, para realizar operaciones de desmontaje de grúa torre.",Calle Moreti,36.698899030050335,-4.446327685288372,2026-06-09,08:00,2026-07-10,19:00,obra,corte_trafico,municipal,no,"Grúas Raimundo, S.L."
AFEC-0107,Intervención Calle Pedro de Toledo,"Accesos puntuales de obra a c/ Pedro de Toledo nº 3, para realizar operaciones de carga/descarga, en obra de reforma del Convento de San Agustín, para la nueva sede de la Biblioteca Nacional del Estado en Málaga. AMPLIACIÓN DE PLAZO ANUALIDAD 2026",Calle Pedro de Toledo,36.720940338954044,-4.418143390266873,2026-12-10,07:00,2027-03-11,11:00,obra,ocupacion_calzada,municipal,no,UTE Biblioteca Pública de Málaga
AFEC-0108,Intervención Pasaje Campos,Ocupación menor en carril de circulación con o sin estacionamiento.,Pasaje Campos,36.723580875184,-4.41656852457052,2026-07-11,08:00,2026-10-10,17:00,obra,otro,municipal,no,FONSAN-GESTION Y CONSTRUCCIÓN SL
AFEC-0109,Intervención Calle Doctor Ruiz Jiménez,"Corte de tráfico en C/ Doctor Ruiz Jiménez, para operaciones de izado (8ªAmpliación de plazo).",Calle Doctor Ruiz Jiménez,36.72222353879609,-4.441586378292918,2026-09-22,08:00,2027-09-22,20:00,obra,corte_trafico,municipal,no,EIFFAGE ENERGIA S.L.U
AFEC-0110,Intervención Plaza de la Merced,Autorización anualidad 2026 para la realización de tareas de carga y descarga. Casa Natal de Picasso.,Plaza de la Merced,36.72351992499231,-4.417998082576231,2026-03-03,08:00,2027-03-03,20:00,obra,ocupacion_calzada,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0111,Intervención Calle Sondalezas,Ocupación de calzada en c/ Sondalezas y cortes de tráfico en Pasaje Sondalezas para realizar operaciones de izado (7ª AMPLIACIÓN DE PLAZO).,Calle Sondalezas,36.72229462630812,-4.440615680448848,2026-04-26,08:00,2026-08-24,20:00,obra,corte_trafico,municipal,no,Eiffge Energía S.L.U.
AFEC-0112,Intervención Calle Manuel Ruiz Zorrilla,"Afectaciones al tráfico en c/ Manuel Ruiz Zorrilla en el tramo comprendido entre Plaza Eduardo Dato y c/ Alonso de Fonseca, para realizar operaciones auxiliares de obra (movimiento de tierras, carga y descarga y hormigonado) de nuevo edificio a la altura del n.º 12.",Calle Manuel Ruiz Zorrilla,36.729549294110555,-4.435565730984447,2026-06-23,08:00,2026-12-02,18:00,obra,ocupacion_calzada,municipal,no,"Rafran Constructora Andaluza, S.L."
AFEC-0113,Intervención Calle Pozos Dulces,"Accesos puntuales a Plazuela Virgen de las Penas y Plaza del Pericón, para realizar operaciones auxiliares de obra.",Calle Pozos Dulces,36.722208004094746,-4.423357389193702,2026-10-29,07:30,2027-10-29,12:30,obra,ocupacion_calzada,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0114,Intervención Calle Pozos Dulces,"Accesos puntuales a Plazuela Virgen de las Penas y Plaza del Pericón, para realizar operaciones auxiliares de obra de c/Pozos Dulces, nº21 y 25 (carga y descarga)",Calle Pozos Dulces,36.72220412022193,-4.423342504317457,2026-04-28,07:30,2026-04-28,12:30,obra,ocupacion_calzada,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0115,Intervención Calle Pozos Dulces,"Accesos puntuales a el Pozos Dulces, nº 18 para realizar operaciones auxiliares de obra. Ampliación temporal.",Calle Pozos Dulces,36.722132223483456,-4.423378557823545,2026-04-23,07:00,2027-05-27,12:00,obra,corte_trafico,municipal,no,"ANDRADE PINAZO, SL"
AFEC-0116,Intervención Calle Pozos Dulces,"Accesos puntuales a el Pozos Dulces, nº 18 para realizar operaciones auxiliares de obra. Ampliación temporal.",Calle Pozos Dulces,36.722132223483456,-4.423378557823545,2026-02-06,07:00,2027-07-07,10:00,obra,corte_trafico,municipal,no,"ANDRADE PINAZO, SL"
AFEC-0117,Intervención Calle Carrión,Cortes de tráfico en c/ Carrión para realizar operaciones de hormigonado y carga y descarga de obra situada en el n.º 7-9. Ampliación de Plazo.,Calle Carrión,36.72656618742027,-4.419235980637562,2026-11-20,09:30,2027-02-20,20:00,obra,corte_trafico,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0118,Intervención Calle Bolsa,"Accesos puntuales a c/ Bolsa, nº 10 para realizar operaciones auxiliares de obra (Demolición).",Calle Bolsa,36.71933602088309,-4.420584806415301,2026-04-28,07:00,2029-04-28,11:00,obra,ocupacion_calzada,municipal,no,"ANDRADE PINAZO, S.L."
AFEC-0119,Intervención Calle Carrión,Corte de tráfico en c/Carrión para realizar operaciones de hormigonado y carga y descarga de obra situada en el nº 7-9,Calle Carrión,36.72636599100604,-4.419477236755085,2026-01-17,09:30,2026-06-28,18:00,obra,corte_trafico,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0120,Intervención Calle Carrión,Corte de tráfico en c/ Carrión para realizar operaciones de hormigonado y carga y descarga de obra situada en el nº7-9.,Calle Carrión,36.72636970945779,-4.419494479033548,2026-02-06,09:30,2026-05-08,20:00,obra,ocupacion_calzada,municipal,no,PROYECTOS E INFRAESTRUCTURAS ZAMBANA SL
AFEC-0121,Intervención Calle Pedro de Toledo,"Acceso puntuales de obra a c/Pedro de Toledo nº1-3, para realizar operaciones auxiliares de obra (montaje estructura metálica, grúas móviles) en obra de reforma del Convento de San Agustín, para la nueva sede de la Biblioteca Nacional del Estado en Málaga. AMPLIACIÓN DE PLAZO",Calle Pedro de Toledo,36.720714761266635,-4.41821135881901,2026-05-02,07:30,2026-05-03,17:30,obra,ocupacion_calzada,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0122,Intervención Plaza de Rudyard Kipling,"Ocupación de calzada en Plaza Rudyard Kipling n.º 4, para realizar operaciones de izado de material fotovoltaico a cubierta de edificio.",Plaza de Rudyard Kipling,36.72042261222434,-4.464139420784244,2026-12-09,10:30,2027-01-20,20:00,otro,ocupacion_calzada,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0123,Intervención Calle Císter,"Accesos puntuales a c/ Císter, nº19, para realizar operaciones auxiliares de obra (carga y descarga).",Calle Císter,36.72042821832484,-4.417577316743642,2026-04-20,08:00,2026-12-13,11:00,obra,corte_trafico,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0124,Intervención Calle Císter,Accesos puntuales a C/ Cister para realizar operaciones auxiliares de obra,Calle Císter,36.72042821832484,-4.417577316743642,2026-03-09,08:00,2026-03-10,11:00,obra,ocupacion_calzada,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0125,Intervención Calle San Nicolás,"Cortes de tráfico en c/San Nicolás y su entorno con motivo de las obras del Proyecto de Separación de Redes en calle San Nicolás, en Málaga. (EMASA)",Calle San Nicolás,36.716631903970935,-4.412378720313527,2026-10-23,08:00,2026-10-23,20:00,obra,corte_trafico,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0126,Intervención Calle Keromnes,Ocupación menor en carril de circulación con o sin estacionamiento.,Calle Keromnes,36.72062799062287,-4.40831602546212,2026-05-05,08:00,2027-11-05,14:00,otro,ocupacion_calzada,municipal,no,CINARA PROPERTIES SL
AFEC-0127,Intervención Calle Cristobalina Fernández,Ocupación menor de carga y descarga de materiales en c/Cristobalina Fernández nº 41.,Calle Cristobalina Fernández,36.72310953852405,-4.537001588013853,2026-07-28,08:00,2028-01-28,17:00,obra,ocupacion_calzada,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0128,Intervención Plaza de la Virgen Milagrosa,Ocupación menor por carga y descarga de materiales,Plaza de la Virgen Milagrosa,36.7193974040654,-4.36426185509928,2026-02-18,08:00,2026-07-21,23:59,obra,ocupacion_calzada,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0129,Intervención Calle Luis de Velázquez,Acceso a la Zona restringida a la circulación de Especial Protección de Centro Histórico. Supuesto no ordinario de acceso puntual por traslado de enseres en Calle Luis de Velázquez nº7.,Calle Luis de Velázquez,36.722189129368445,-4.421188038427466,2026-12-04,07:30,2027-01-21,11:00,otro,ocupacion_calzada,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0130,Intervención Calle Pimienta,"Corte de tráfico en c/ Pimienta, en el tramo comprendido entre c/ Olmos y c/ Pino Padre, para realizar operaciones de hormigonado.",Calle Pimienta,36.73037759581437,-4.380849923457477,2026-07-01,07:00,2026-09-29,20:00,obra,ocupacion_calzada,municipal,no,EMASA.
AFEC-0131,Intervención Calle Miguel Bueno Lara,Ocupación menor por carga y descarga de materiales,Calle Miguel Bueno Lara,36.73012528774124,-4.419513323299661,2026-07-30,08:00,2027-05-29,18:00,obra,ocupacion_calzada,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0132,Intervención Avenida Imperio Argentina,Ocupación menor para hormigonado,Avenida Imperio Argentina,36.68069696446412,-4.449108894969928,2026-01-28,09:00,2026-05-30,13:00,obra,otro,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0133,Intervención Avenida Imperio Argentina,"Ocupación de calzada en Av. Imperio Argentina, 35 para los trabajos de carga y descarga de materiales de obra.",Avenida Imperio Argentina,36.680989973473,-4.449900460482852,2026-12-01,08:00,2027-04-21,18:00,obra,ocupacion_calzada,municipal,no,Heliopol S.A
AFEC-0134,Intervención Avenida del Arroyo de los Ángeles,"Corte de tráfico en vial de servicio de Av. Arroyo de los Ángeles, desde su intersección con C/ Mazarredo, para trabajos auxiliares de obra (hormigonados) en C/ Alonso Cano, 5-7. Ampliación.",Avenida del Arroyo de los Ángeles,36.72749376310354,-4.428825603330163,2026-02-20,08:00,2027-06-09,15:00,obra,corte_trafico,municipal,no,"ALZA OBRAS Y SERVICIOS S.L Los trabajos se realizarán, sólo las horas y días mínimos e imprescindibles para el desarrollo los mismos."
AFEC-0135,Intervención Calle las Palmeras,Ocupación menor para carga y descarga de materiales,Calle las Palmeras,36.73961572442914,-4.359841269920561,2026-07-26,07:30,2029-07-26,18:00,obra,ocupacion_calzada,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0136,Intervención Calle Cortina del Muelle,,Calle Cortina del Muelle,36.719383035562004,-4.4188688087605135,2026-02-25,08:00,2026-12-25,20:00,obra,corte_trafico,municipal,no,"Construcciones y Obras Verosa, SL."
AFEC-0137,Intervención Calle Martínez,"Accesos puntuales a c/ Martínez, ºº para realizar operaciones auxiliares de obra situada en c/ Alarcón Luján, 13 (carga y descarga). Ampliación temporal de la autorización.",Calle Martínez,36.71845730778445,-4.421865444701213,2026-04-09,07:00,2026-08-07,12:00,obra,ocupacion_calzada,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0138,Intervención Calle Marqués de Valdeflores,Ocupación menor para otros trabajos análogos de obra,Calle Marqués de Valdeflores,36.70464653490236,-4.440406281276208,2026-10-02,07:30,2027-03-04,18:00,obra,ocupacion_calzada,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0139,Intervención Calle Lobelia,"Ocupación de estacionamiento en c/ Lobelia, a la altura del nº 9, para realizar operaciones de carga y descarga.",Calle Lobelia,36.74571575067925,-4.4895331932341325,2026-03-13,08:00,2027-03-13,14:00,obra,otro,municipal,no,"Olona Moreno Construcciones, S.L."
AFEC-0140,Intervención Calle Molina Lario,"Accesos puntuales a las calles Císter, Santa María y Molina Larios, para realizar operaciones auxiliares de obra (Carga y Descarga e Inyecciones armadas en Iglesia del Sagrario). AMPLIACIÓN DE PLAZO.",Calle Molina Lario,36.720446488297156,-4.420136668457422,2026-04-04,07:00,2027-02-01,12:00,obra,ocupacion_calzada,municipal,no,7791 ASEYCON SL OBRAS Y RESTAURACIONES PICASO SL Y HERMANOS CAMPANO SL
AFEC-0141,Intervención Calle Santa María,"Accesos puntuales a c/ Molina Lario, esquina con c/ Santa María, nº23, para realizar operaciones auxiliares de obra (carga y descarga).",Calle Santa María,36.7209178259534,-4.420450656851451,2026-08-25,07:00,2026-10-05,11:00,obra,ocupacion_calzada,municipal,no,"Ilitur Homes, S.L"
AFEC-0142,Intervención Calle Nueva,Acceso a la Zona restringida a la circulación de Especial Protección de Centro Histórico. Supuesto no ordinario de acceso puntual por mudanza en calle Nueva nº 3.,Calle Nueva,36.72058259741624,-4.422662104468122,2026-02-08,07:00,2026-06-08,11:30,otro,ocupacion_calzada,municipal,no,UNION ANDALUZA NION SERVICIOS DE MUDANZA S.L.
AFEC-0143,Intervención Calle Marqués de Valdecañas,"Accesos puntuales a c/ Marqués de Valdecañas, 5, para realizar operaciones auxiliares de obra.",Calle Marqués de Valdecañas,36.724304667104256,-4.423464920780111,2026-10-09,08:00,2027-10-09,12:00,obra,ocupacion_calzada,municipal,no,GRUPO MACIAS COIN SL
AFEC-0144,Intervención Calle Pilar Lorengar,Ocupación menor por carga y descarga de materiales,Calle Pilar Lorengar,36.6819179879212,-4.450023071612783,2026-01-26,09:00,2026-03-15,13:00,obra,otro,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0145,Intervención Calle Marruecos,"Corte de tráfico en c/ Marruecos, en el tramo comprendido entre c/ San Juan Bosco y c/ Montserrat, para realizar obra de saneamiento de EMASA.",Calle Marruecos,36.73202527986692,-4.4214163028306315,2026-10-04,08:00,2027-01-03,20:00,obra,ocupacion_calzada,municipal,no,EMASA.
AFEC-0146,Intervención Calle Pacífico,"Ocupación de carril de circulación y estacionamiento en el vial de servicio de c/ Pacífico, a la altura del nº 98-100, para realizar operaciones de izado.",Calle Pacífico,36.684880075129634,-4.446554017344751,2026-02-17,09:00,2026-03-05,19:00,otro,otro,municipal,no,GRUAS RAIMUNDO SL
AFEC-0147,Intervención Plaza de los Viñeros,Accesos puntuales a Plaza de los Viñeros para operaciones auxiliares de obra.,Plaza de los Viñeros,36.723398009538506,-4.424289858903894,2026-03-27,07:30,2026-07-17,13:30,obra,corte_trafico,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0148,Intervención Calle Platero Diego de Baena,"Ocupación menor por otros trabajos análogos, acopio de materiales de construcción",Calle Platero Diego de Baena,36.73244963864183,-4.452077009873691,2026-09-06,00:00,2026-09-09,00:00,obra,otro,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0149,Intervención Calle Mitjana,"Ocupación de estacionamiento y parte de carril de circulación en c/ Mitjana n.º 6-8, para realizar operaciones auxiliares de obra (hormigonado y carga y descarga)",Calle Mitjana,36.7291498728586,-4.414089988271648,2026-04-20,08:00,2027-08-20,18:00,obra,ocupacion_calzada,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0150,Intervención Calle Bolivia,"Prohibición de estacionamiento en C/ Bolivia nº 106, para facilitar el acceso a obra (Renovación).",Calle Bolivia,36.72150838136871,-4.376366080017918,2026-01-31,08:00,2026-05-02,20:00,obra,corte_trafico,municipal,no,CONSTRUCCIONES JOSE BRAVO SL
AFEC-0151,Intervención Calle Carretería,"Accesos puntuales a c/ Carretería, para realizar operaciones auxiliares de obra de rehabilitación del colector de calle Carretería (carga y descarga). Ampliación temporal de autorización.",Calle Carretería,36.72268938513868,-4.4243649406255425,2026-07-14,07:00,2027-03-08,19:00,obra,ocupacion_calzada,municipal,no,"Apimosa, S.L."
AFEC-0152,Intervención Calle Luis de Milán,"Corte de tráfico en c/ Luis de Milán, en el tramo comprendido entre c/ Julio Gómez y c/ Leopardi, para realizar operaciones de hormigonado.",Calle Luis de Milán,36.71884249228904,-4.353305440568892,2026-07-19,08:00,2027-12-17,22:00,obra,corte_trafico,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0153,Intervención Calle Juan de Herrera,"Afectaciones de tráfico en c/ Juan de Herrera, para realizar operaciones de carga y descarga y hormigonado de obra, a la altura del nº28.",Calle Juan de Herrera,36.725386010704625,-4.427998721091996,2026-08-21,08:00,2026-08-21,18:00,obra,corte_trafico,municipal,no,OBRAS Y REFORMAS BRACO SL
AFEC-0154,Intervención Calle Molino Hundido,"Afectaciones al tráfico en c/Molino Hundido, c/Señora y c/Colombia, para realizar operaciones auxiliares de obra",Calle Molino Hundido,36.724462290011104,-4.3669706421286465,2026-08-05,09:30,2026-08-07,19:00,obra,otro,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0155,Intervención Calle Carretería,"Accesos puntuales a c/ Carretería, nº 9 para realizar operaciones auxiliares de obra. Carga y descarga y hormigonados.",Calle Carretería,36.722070192502436,-4.424795818645754,2026-10-12,08:00,2026-12-12,16:00,obra,ocupacion_calzada,municipal,no,HILMAN PROYECTOS Y GESTION SL
AFEC-0156,Intervención Avenida de las Caballerizas,Ocupación menor para Hormigonado,Avenida de las Caballerizas,36.73398607690959,-4.3952716337351445,2026-09-07,08:00,2027-02-15,18:00,obra,ocupacion_calzada,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0157,Intervención Calle Batihoja,"Corte de tráfico en C/ Batihoja, a la altura del nº 9, para realizar operaciones auxiliares de obra (hormigonado y carga y descarga).",Calle Batihoja,36.735406633525926,-4.40845720647282,2026-04-08,09:30,2027-04-08,18:00,obra,corte_trafico,municipal,no,CIMENTACIONES Y ESTRUCTURAS GARCIA PINAZO SL
